Class combination;Number of classes;mean_good_accuracy;clsCoef;density;f1;min_f1;f2;f3;f4;hubs;l1;min_l1;l2;min_l2;l3;min_l3;lsc;n1;min_n1;n2;min_n2;n4;min_n4;t1;t2;t3;t4
(1, 2, 3);3;0,775625;0,47838005841581444;0,27228125000000003;0,8826371074117769;0,90425;0,7377692642103525;0,779;0,4041633889424054;0,0;0,8751044285527501;0,861;0,9017850759748558;0,0003125;0,9116268713214994;0,8049375000000001;0,8737678184234036;0,01846875;0,8916882808612693;0,016375;0,9240419453886297;0,007625;0,803960726548152;0,973;0,9462248057765611;0,08815624999999999;0,9642079484973878;0,552;0,8982489051635177;0,13196875000000002;0,8499562559953863;0,9079375000000001;0,6982267583592565;1,1113125000000001;0,81029192971986;0,13853125;0,6583288440852711;0,12478125;7,692;0,427
(1, 2, 3, 4);4;0,8106249999999999;0,9074764552941014;0,2925;0,9262587280870764;0,9124687499999999;0,7362872549064808;0,685;0,4364451025836261;0,0;0,9146512212357855;0,761;0,8883256505536248;9,375e-05;0,8883661402935089;0,8034062500000001;0,9231302038439982;0,01521875;0,9282203425708244;0,0135;0,9517130355409744;0,0055;0,41321600192627966;0,9567812499999999;0,9458901032123679;0,0620625;0,9499459511005472;0,619;0,9241168839556261;0,08768749999999999;0,659028890164789;0,6986874999999999;0,6905024881485127;0,8388437500000001;0,7094265895937122;0,10434374999999999;0,5500813789071854;0,1241875;6,98;0,388
(1, 2, 3, 4, 5);5;0,7709375;0,8308876335957344;0,3170625;0,7459706207712243;0,9141250000000001;0,8918601632193146;0,719;0,4680974441432457;0,0;0,8753227432099173;0,758;0,891411602776404;6,25e-05;0,6728158467539027;0,80953125;0,9387406721171717;0,018250000000000002;0,9253487899900843;0,0163125;0,9276180123558335;0,00746875;0,4841859402267053;0,95984375;0,9456633728622952;0,053125;0,9659661834465239;0,676;0,9388647049965403;0,07140625;0,8699531551923175;0,68521875;0,7867310276765653;0,66928125;0,8133651223188679;0,08728125;0,6821723980739662;0,13037500000000002;6,892;0,383
(1, 2, 3, 4, 5, 6);6;0,7681250000000001;0,8662884782722365;0,3185;0,7864361593707669;0,9066562499999999;0,8910606403020239;0,804;0,7244984514477277;0,0;0,9392078182747094;0,733;0,8968014507567265;0,00025;0,6949456537335589;0,80384375;0,935566569815181;0,01621875;0,9220961080953731;0,014343749999999999;0,9234121419947233;0,0065;0,49362888357039847;0,9611562499999999;0,9546698250790329;0,04853125;0,9528487855290165;0,719;0,9416515240206763;0,06478125000000001;0,8396038652733725;0,66215625;0,7800586743569514;0,5586562500000001;0,8158915266803599;0,07296875;0,6733847967579683;0,13075;6,821;0,379
(1, 2, 3, 4, 6);5;0,79;0,8389810328520303;0,31;0,7831171453689498;0,899875;0,8933042225009062;0,747;0,706626061450185;0,0;0,9493862063786342;0,726;0,9289944310333574;0,0;0,7035000392785277;0,76025;0,949910186678058;0,014187499999999999;0,9471818400468286;0,01240625;0,9522268634837344;0,0059375;0,4063098738945462;0,9570624999999999;0,9579669737449218;0,053375;0,953995462771156;0,67596875;0,9606959432367946;0,07046875;0,8716306242627317;0,6588125;0,7505554390379177;0,67215625;0,7892567817097556;0,08403124999999999;0,6545641315188482;0,12509375;6,773;0,376
(1, 2, 3, 5);4;0,750625;0,759554219670126;0,31421875;0,701046056061812;0,9073437500000001;0,6220842009722202;0,792;0,5636082423153654;0,0;0,9505946550321206;0,814;0,7931843042550606;0,00315625;0,6727861650569865;0,8064687500000001;0,9530353845273344;0,02303125;0,9541442550339972;0,0206875;0,9572620976203556;0,00821875;0,8804571383289501;0,9684999999999999;0,9714667954213894;0,06943750000000001;0,9462771697892609;0,621;0,9382084964811084;0,09918750000000001;0,6148552128087009;0,8245624999999999;0,8458564209071099;0,83196875;0,8952785584519621;0,1119375;0,8044525566040678;0,13440625;7,35;0,408
(1, 2, 3, 5, 6);5;0,744375;0,939502516267685;0,3105;0,8943757641501615;0,89734375;0,8392639442437759;0,807;0,43475766025603096;0,0;0,9398836702953791;0,782;0,8233591456921704;0,0013125;0,8454177649071606;0,78821875;0,9205243563316851;0,018593750000000003;0,9069913425879128;0,0166875;0,907393540907877;0,0073124999999999996;0,00571605434133242;0,968;0,9802179831916525;0,0609375;0,9601730625291969;0,677;0,9377534764076151;0,08299999999999999;0,8137571777121413;0,75928125;0,8250243998907816;0,66778125;0,8795769083905696;0,08796875;0,7090121248862661;0,13137500000000002;7,064;0,392
(1, 2, 3, 6);4;0,7837500000000001;0,9303818998774535;0,294625;0,8849992516838786;0,89153125;0,7747165751747728;0,784;0,4023112436205735;0,0;0,8827783072120129;0,8;0,8222714135721046;0,00203125;0,8672593531921277;0,78428125;0,9282529611858604;0,01671875;0,9298167922585592;0,0150625;0,9359501288251395;0,0064375000000000005;0,2905547417312587;0,967;0,9717870115594446;0,06840625;0,9730335837959827;0,6209687500000001;0,9095314727887289;0,1010625;0,8878894794605192;0,78540625;0,8344800690495717;0,8365;0,9235620610409531;0,1045625;0,632353298411302;0,12525;7,204;0,4
(1, 2, 4);3;0,8512500000000001;0,8251805599321513;0,26603125000000005;0,8350477742126845;0,91871875;0,867152055467922;0,587;0,5110327723669477;0,0;0,8024389007951448;0,755;0,9233912051302483;0,0;0,7160064189889596;0,83021875;0,9107744976343571;0,0071875;0,9265881825342078;0,0065625;0,944578189078058;0,00175;0,17509418067185942;0,9457187499999999;0,9552710263876041;0,05925;0,831456526337973;0,5436562500000001;0,8589136676776505;0,08537499999999999;0,5238483070268958;0,6595;0,5428577057614156;1,12359375;0,5656932945459086;0,118625;0,6609395811677631;0,10559374999999999;7,014;0,39
(1, 2, 4, 5);4;0,798125;0,8399738828229798;0,2985;0,684987746804754;0,9277500000000001;0,9489743021143917;0,654;0,5083637154019143;0,0;0,768976943761953;0,75903125;0,950590037398844;0,0004375;0,5771010689259107;0,84315625;0,9420525771969717;0,009125000000000001;0,9414492050656609;0,0083125;0,963157071769397;0,0027812500000000003;0,13743482519400343;0,9549374999999999;0,9786878347060953;0,05115625;0,8846193347842561;0,618;0,9475980630209034;0,07050000000000001;0,7948311351795403;0,665625;0,6595651941197387;0,8388437500000001;0,7013896792857328;0,09793750000000001;0,6760709985950788;0,11690624999999999;6,917;0,384
