Class combination;Number of classes;mean_good_accuracy;clsCoef;density;f1;f2;f3;f4;hubs;l1;l2;l3;lsc;n1;n2;n4;t1;t2;t3;t4;sum_measures;mean_measures
(1, 3, 5, 6);4;0,818;0,9402369986095256;0,8899974146909826;0,8389267468027172;0,48655495133933213;0,916224813438454;0,8514909736761728;0,8426212373690553;0,9275971497374378;0,9256179802015546;0,9220076293149807;0,15244746534939085;0,9769893939541267;0,9505744713031977;0,9487673407019616;0,7655829469987862;0,8070115797692348;0,8614577270332334;0,7573124862764944;4,975;0,276
(1, 3, 6);3;0,8699999999999999;0,909810020598336;0,8590854597061204;0,746913327369571;0,4899301726275117;0,9454181352080557;0,8246539607001859;0,850531703517638;0,9238585786579839;0,9374673591346758;0,9578501653304404;0,2780393849971079;0,9790993752992254;0,9639267882973603;0,9356142175536374;0,838310205001543;0,7984848522474636;0,911641944176575;0,6810748611510309;5,021;0,279
(1, 4, 5);3;0,86;0,7693747950668053;0,5944713821131536;0,9609747368116953;0,5712403017612434;0,529249247050729;0,9503716884622814;0,6092181611021024;0,86924185922258;0,8967141671828027;0,9328751596440332;0,4355974206867906;0,9298689455624415;0,7318183912617523;0,9359946197094721;0,34474241241103903;0,5156646379535637;0,5463222442646503;0,692654321124559;4,856;0,27
(1, 4, 5, 6);4;0,8320000000000001;0,8510925864104213;0,6502806011469108;0,789762160211299;0,7535675567701273;0,8194284622728197;0,9797159582988101;0,6078253069706275;0,9080607210060506;0,9182384037515766;0,951075205431306;0,3227750358215332;0,975704718740068;0,7272745445680385;0,9669322476899127;0,5989574675461253;0,5511925757714655;0,5971108793357592;0,6947435422135234;5,158;0,287
(1, 4, 6);3;0,89;0,46813480001536356;0,4775311294681893;0,8068134122080304;0,6997220248975263;0,7443736013402709;0,9467350864905028;0,45214321592065226;0,9076463077741496;0,9250486143861818;0,9580026185454815;0,0580537190292289;0,9547091062669735;0,7298464170660266;0,9280783685818923;0,6879964976166469;0,5713869072321063;0,6115628960774658;0,8584361380129405;5,172;0,287
(1, 5, 6);3;0,8460000000000001;0,7372292513129487;0,8095341377232695;0,875216052240317;0,7721566758247124;0,7301953435040092;0,8331469769939185;0,8054182259473199;0,7627799043009599;0,7814174759303325;0,8329106434902138;0,600661408271987;0,9367753081116369;0,6234180079607351;0,919874681235072;0,5946968249207516;0,5605024079988188;0,6094008049490665;0,8541353113972924;5,107;0,284
(2, 3, 4);3;0,86;0,82181572067579;0,9376395570370268;0,6281272454007053;0,4004247866005321;0,4436836675935068;0,7767754738683338;0,9185725620471082;0,9314862114254825;0,9375164718421173;0,9363913026931494;0,7196352288365189;0,6294889062043688;0,9472525878656142;0,7739794672728587;0,7493342598537004;0,7777768131318128;0,8170600681589382;0,5422728729259223;4,355;0,242
(2, 3, 4, 5);4;0,82;0,8703049539305221;0,7932747252736585;0,8715911906166053;0,47359131263322846;0,7093300415286072;0,8625079168628706;0,7272260510687919;0,9411290798864143;0,9380506073080841;0,9387268493856408;0,5654661333979227;0,8175881077002556;0,9626862696059386;0,8827892280807578;0,8472622280511546;0,8026583605431754;0,8215527368098096;0,7463932770025719;4,628;0,257
(2, 3, 4, 5, 6);5;0,82;0,8719937682258927;0,7866209764153967;0,894044413181595;0,7905471207742272;0,9357077174305584;0,8893964181777881;0,697041284513322;0,9303218733438335;0,9256206506492082;0,9276573013180718;0,5186201450933128;0,8928658089997625;0,9341620034271203;0,8886159058551574;0,810255909134926;0,7628494106061934;0,8001496740953381;0,7263208066220455;4,86;0,27
(2, 3, 4, 6);4;0,8459999999999999;0,8800978073000851;0,8249902224166853;0,8057124112041671;0,7381020608117455;0,9012147036287858;0,8727705595293694;0,7165971140834093;0,9521210331601676;0,9544893450336818;0,9631017874785442;0,5668283806073003;0,8552686631116366;0,9568148179322856;0,9059000483281415;0,7329904879489126;0,7840160469054616;0,8259045268263413;0,7222368075153697;4,794;0,266
(2, 3, 5);3;0,8219999999999998;0,7860760717733394;0,7226297407448814;0,6912499975605234;0,6560607948099246;0,8793655606399661;0,7381372038152081;0,6900253203449576;0,9470310280279931;0,9525361369723849;0,9518451706241026;0,8101701836675934;0,9193354119362687;0,9502537060557137;0,881631296693281;0,5193555474206115;0,8262108483261413;0,8547537571324224;0,7827414654825856;5,272;0,293
(2, 3, 5, 6);4;0,812;0,9328258586793463;0,9006133238481617;0,8125189264642412;0,43304219803163385;0,8912295795728569;0,8115549503281252;0,8492997070779769;0,9340532990932113;0,9298979944638774;0,9375641612767495;0,2630072326031381;0,9417943874494719;0,9584627211211048;0,8722798029291007;0,8360162240862153;0,8129405794376824;0,8602500807835678;0,7578140655489284;4,794;0,266
(2, 3, 6);3;0,8459999999999999;0,8968723886799637;0,8612759222599178;0,820624388769962;0,3335930455233722;0,4022270447379767;0,8209444979339633;0,8432930186333097;0,9303403354529731;0,9308874753221915;0,9475836523950242;0,5532511084310623;0,90980151412683;0,9746901239269236;0,8474005347638214;0,8909668155666928;0,8262283241973998;0,923823865435419;0,7161999322030619;4,774;0,265
(2, 4, 5);3;0,89;0,8614575092763338;0,7120982795660925;0,9133300625557244;0,609346197569457;0,726884007674588;0,8662276680772314;0,5969222006039031;0,9400746125193072;0,9588597501728955;0,968730020497599;0,3031529003417608;0,9212726520223913;0,858900233482892;0,9255943065180421;0,664405324211336;0,6628129438236506;0,7081451052843619;0,805159150942363;4,473;0,248
(2, 4, 5, 6);4;0,866;0,884417995400901;0,7276387247164279;0,8812581201490931;0,7083265831095823;0,935373541355576;0,871876819165234;0,6079900974994028;0,9439049249514122;0,9519491087231299;0,9692051370634233;0,5347754815907019;0,9499866240375678;0,8735137186313948;0,9424368790633314;0,7758984526041787;0,6946522068272947;0,7521845587621598;0,7853215700183468;4,969;0,276
(2, 4, 6);3;0,932;0,7125083739794179;0,6290609656089688;0,8964947970930105;0,6727313205108463;0,8933707355608704;0,8186356464282398;0,585995547373633;0,9812214390334582;0,9832155319798705;0,9665380506716623;0,631276247296631;0,9457957155415027;0,904401930092989;0,9369725167905275;0,4836270066418915;0,7597387116609248;0,8344396091860903;0,7393834686328175;4,931;0,274
(2, 5, 6);3;0,89;0,837054361768404;0,9108361445828381;0,8589514594609999;0,5276356098779061;0,8977869797393407;0,8878957605126775;0,8733486188704919;0,8965316341889724;0,9179649829509269;0,9508340732417431;0,19574274465531233;0,9266859385431886;0,834646009927216;0,9213699595611968;0,7514034252886611;0,6512272030290562;0,7246694197626685;0,7707796431592768;4,717;0,262
(3, 4, 5);3;0,892;0,8040611135458108;0,6752219905901804;0,8394877611175773;0,5443275022784563;0,6083335204162398;0,9250115460670576;0,580342443434997;0,8997528083268682;0,9157549908861924;0,9404622649498806;0,3416571560772103;0,888003277433617;0,8984537022851593;0,9106500194229074;0,5236376517260939;0,645793823991797;0,6819122915752603;0,7029334040659511;4,531;0,252
(3, 4, 5, 6);4;0,8699999999999999;0,7447419963136155;0,5989439922946355;0,9516220300950213;0,8823463431319736;0,8688317928530539;0,9553318749165656;0,5469473533870254;0,8934789414356308;0,90485193892159;0,9346769723338157;0,23002840308809627;0,9491143521716827;0,7991823784887425;0,9468142575263204;0,46211321741941414;0,5748459060172034;0,6190860591041643;0,7353383936294465;4,905;0,273
(3, 4, 6);3;0,9200000000000002;0,7500885840374892;0,6352402252019757;0,9578287365196174;0,9020635695545013;0,8672095814933257;0,9522410480145781;0,5827241411331376;0,899795616740762;0,9221096813921656;0,9605547338996987;0,26795360745666535;0,9154028584385197;0,7937465530396505;0,9019728252720672;0,33340242563414824;0,5585310867329076;0,6015855172487097;0,7621767454864223;4,638;0,258
(3, 5, 6);3;0,898;0,8392230525242889;0,7780439649649054;0,868230739042332;0,6058784160971661;0,8150584406298822;0,9298769890981097;0,697861743394938;0,8745513678342207;0,8957178122122532;0,9217113931383226;0,10683097105072509;0,9404116198059208;0,8460269602531111;0,8877333429631626;0,6072326201850031;0,6139846750268247;0,6781067079690657;0,7979459303816099;4,764;0,265
(4, 5, 6);3;0,9;0,6475054572074316;0,6896674204333724;0,5558022665050635;0,6213774346016441;0,9347525989595057;0,9095042822693385;0,5992127179106768;0,8598161645093066;0,8784777554990335;0,9252659112248445;0,3335130488720409;0,9206371451379587;0,6149193873217625;0,895189465232713;0,2564253784441564;0,39590722960871294;0,44253062504010204;0,7549410618788016;4,88;0,271
