Class combination;Number of classes;K worst features rejected;Measure name;Measure score
(1, 2, 3, 4, 5);5;0;f1;0.665
(1, 2, 3, 4, 5);5;1;f1;0.665
(1, 2, 3, 4, 5);5;2;f1;0.665
(1, 2, 3, 4, 5);5;3;f1;0.665
(1, 2, 3, 4, 5);5;4;f1;0.665
(1, 2, 3, 4, 5);5;5;f1;0.665
(1, 2, 3, 4, 5);5;6;f1;0.665
(1, 2, 3, 4, 5);5;7;f1;0.665
(1, 2, 3, 4, 5);5;8;f1;0.665
(1, 2, 3, 4, 5);5;9;f1;0.665
(1, 2, 3, 4, 5);5;10;f1;0.665
(1, 2, 3, 4, 5);5;11;f1;0.665
(1, 2, 3, 4, 5);5;12;f1;0.665
(1, 2, 3, 4, 5);5;13;f1;0.665
(1, 2, 3, 4, 5);5;14;f1;0.665
(1, 2, 3, 4, 5);5;15;f1;0.665
(1, 2, 3, 4, 5);5;16;f1;0.665
(1, 2, 3, 4, 5);5;17;f1;0.665
(1, 2, 3, 4, 5);5;18;f1;0.665
(1, 2, 3, 4, 5);5;19;f1;0.665
(1, 2, 3, 4, 5);5;20;f1;0.665
(1, 2, 3, 4, 5);5;21;f1;0.665
(1, 2, 3, 4, 5);5;22;f1;0.665
(1, 2, 3, 4, 5);5;23;f1;0.665
(1, 2, 3, 4, 5);5;24;f1;0.665
(1, 2, 3, 4, 5);5;25;f1;0.665
(1, 2, 3, 4, 5);5;26;f1;0.665
(1, 2, 3, 4, 5);5;27;f1;0.665
(1, 2, 3, 4, 5);5;28;f1;0.665
(1, 2, 3, 4, 5);5;29;f1;0.665
(1, 2, 3, 4, 5);5;30;f1;0.665
(1, 2, 3, 4, 5);5;31;f1;0.665
(1, 2, 3, 4, 5);5;32;f1;0.665
(1, 2, 3, 4, 5);5;33;f1;0.665
(1, 2, 3, 4, 5);5;34;f1;0.665
(1, 2, 3, 4, 5);5;35;f1;0.665
(1, 2, 3, 4, 5);5;36;f1;0.665
(1, 2, 3, 4, 5);5;37;f1;0.665
(1, 2, 3, 4, 5);5;38;f1;0.665
(1, 2, 3, 4, 5);5;39;f1;0.665
(1, 2, 3, 4, 5);5;40;f1;0.665
(1, 2, 3, 4, 5);5;41;f1;0.665
(1, 2, 3, 4, 5);5;42;f1;0.665
(1, 2, 3, 4, 5);5;43;f1;0.665
(1, 2, 3, 4, 5);5;44;f1;0.665
(1, 2, 3, 4, 5);5;45;f1;0.665
(1, 2, 3, 4, 5);5;46;f1;0.665
(1, 2, 3, 4, 5);5;47;f1;0.665
(1, 2, 3, 4, 5);5;48;f1;0.665
(1, 2, 3, 4, 5);5;49;f1;0.665
(1, 2, 3, 4, 5);5;50;f1;0.665
(1, 2, 3, 4, 5);5;51;f1;0.665
(1, 2, 3, 4, 5);5;52;f1;0.665
(1, 2, 3, 4, 5);5;53;f1;0.665
(1, 2, 3, 4, 5);5;54;f1;0.665
(1, 2, 3, 4, 5);5;55;f1;0.665
(1, 2, 3, 4, 5);5;56;f1;0.665
(1, 2, 3, 4, 5);5;57;f1;0.665
(1, 2, 3, 4, 5);5;58;f1;0.665
(1, 2, 3, 4, 5);5;59;f1;0.665
(1, 2, 3, 4, 5);5;60;f1;0.665
(1, 2, 3, 4, 5);5;61;f1;0.665
(1, 2, 3, 4, 5);5;62;f1;0.665
(1, 2, 3, 4, 5);5;63;f1;0.665
(1, 2, 3, 4, 5);5;64;f1;0.665
(1, 2, 3, 4, 5);5;65;f1;0.665
(1, 2, 3, 4, 5);5;66;f1;0.665
(1, 2, 3, 4, 5);5;67;f1;0.665
(1, 2, 3, 4, 5);5;68;f1;0.665
(1, 2, 3, 4, 5);5;69;f1;0.665
(1, 2, 3, 4, 5);5;70;f1;0.665
(1, 2, 3, 4, 5);5;71;f1;0.665
(1, 2, 3, 4, 5);5;72;f1;0.665
(1, 2, 3, 4, 5);5;73;f1;0.665
(1, 2, 3, 4, 5);5;74;f1;0.665
(1, 2, 3, 4, 5);5;75;f1;0.665
(1, 2, 3, 4, 5);5;76;f1;0.665
(1, 2, 3, 4, 5);5;77;f1;0.665
(1, 2, 3, 4, 5);5;78;f1;0.665
(1, 2, 3, 4, 5);5;79;f1;0.665
(1, 2, 3, 4, 5);5;80;f1;0.665
(1, 2, 3, 4, 5);5;81;f1;0.665
(1, 2, 3, 4, 5);5;82;f1;0.665
(1, 2, 3, 4, 5);5;83;f1;0.665
(1, 2, 3, 4, 5);5;84;f1;0.665
(1, 2, 3, 4, 5);5;85;f1;0.665
(1, 2, 3, 4, 5);5;86;f1;0.665
(1, 2, 3, 4, 5);5;87;f1;0.665
(1, 2, 3, 4, 5);5;88;f1;0.665
(1, 2, 3, 4, 5);5;89;f1;0.665
(1, 2, 3, 4, 5);5;90;f1;0.665
(1, 2, 3, 4, 5);5;91;f1;0.665
(1, 2, 3, 4, 5);5;92;f1;0.665
(1, 2, 3, 4, 5);5;93;f1;0.665
(1, 2, 3, 4, 5);5;94;f1;0.665
(1, 2, 3, 4, 5);5;95;f1;0.665
(1, 2, 3, 4, 5);5;96;f1;0.665
(1, 2, 3, 4, 5);5;97;f1;0.665
(1, 2, 3, 4, 5);5;98;f1;0.665
(1, 2, 3, 4, 5);5;99;f1;0.665
(1, 2, 3, 4, 5);5;100;f1;0.665
(1, 2, 3, 4, 5);5;101;f1;0.665
(1, 2, 3, 4, 5);5;102;f1;0.665
(1, 2, 3, 4, 5);5;103;f1;0.665
(1, 2, 3, 4, 5);5;104;f1;0.665
(1, 2, 3, 4, 5);5;105;f1;0.665
(1, 2, 3, 4, 5);5;106;f1;0.665
(1, 2, 3, 4, 5);5;107;f1;0.665
(1, 2, 3, 4, 5);5;108;f1;0.665
(1, 2, 3, 4, 5);5;109;f1;0.665
(1, 2, 3, 4, 5);5;110;f1;0.665
(1, 2, 3, 4, 5);5;111;f1;0.665
(1, 2, 3, 4, 5);5;112;f1;0.665
(1, 2, 3, 4, 5);5;113;f1;0.665
(1, 2, 3, 4, 5);5;114;f1;0.665
(1, 2, 3, 4, 5);5;115;f1;0.665
(1, 2, 3, 4, 5);5;116;f1;0.665
(1, 2, 3, 4, 5);5;117;f1;0.665
(1, 2, 3, 4, 5);5;118;f1;0.665
(1, 2, 3, 4, 5);5;119;f1;0.673
(1, 2, 3, 4, 5);5;120;f1;0.673
(1, 2, 3, 4, 5);5;121;f1;0.673
(1, 2, 3, 4, 5);5;122;f1;0.68
(1, 2, 3, 4, 5);5;123;f1;0.68
(1, 2, 3, 4, 5);5;124;f1;0.682
(1, 2, 3, 4, 5);5;125;f1;0.689
(1, 2, 3, 4, 5);5;126;f1;0.689
(1, 2, 3, 4, 5);5;127;f1;0.689
(1, 2, 3, 4, 5);5;128;f1;0.689
(1, 2, 3, 4, 5);5;129;f1;0.689
(1, 2, 3, 4, 5);5;130;f1;0.689
(1, 2, 3, 4, 5);5;131;f1;0.689
(1, 2, 3, 4, 5);5;132;f1;0.689
(1, 2, 3, 4, 5);5;133;f1;0.689
(1, 2, 3, 4, 5);5;134;f1;0.689
(1, 2, 3, 4, 5);5;135;f1;0.731
(1, 2, 3, 4, 5);5;136;f1;0.731
(1, 2, 3, 4, 5);5;137;f1;0.731
(1, 2, 3, 4, 5);5;138;f1;0.731
(1, 2, 3, 4, 5);5;139;f1;0.731
(1, 2, 3, 4, 5);5;140;f1;0.731
(1, 2, 3, 4, 5);5;141;f1;0.731
(1, 2, 3, 4, 5);5;142;f1;0.741
(1, 2, 3, 4, 5);5;143;f1;0.741
(1, 2, 3, 4, 5);5;144;f1;0.747
(1, 2, 3, 4, 5);5;145;f1;0.747
(1, 2, 3, 4, 5);5;146;f1;0.747
(1, 2, 3, 4, 5);5;147;f1;0.747
(1, 2, 3, 4, 5);5;148;f1;0.747
(1, 2, 3, 4, 5);5;149;f1;0.747
(1, 2, 3, 4, 5);5;150;f1;0.759
(1, 2, 3, 4, 5);5;151;f1;0.759
(1, 2, 3, 4, 5);5;152;f1;0.759
(1, 2, 3, 4, 5);5;153;f1;0.759
(1, 2, 3, 4, 5);5;154;f1;0.761
(1, 2, 3, 4, 5);5;155;f1;0.761
(1, 2, 3, 4, 5);5;156;f1;0.772
(1, 2, 3, 4, 5);5;157;f1;0.8
(1, 2, 3, 4, 5);5;158;f1;0.818
(1, 2, 3, 4, 5);5;159;f1;0.821
(1, 2, 3, 4, 5);5;0;f2;0.0
(1, 2, 3, 4, 5);5;1;f2;0.0
(1, 2, 3, 4, 5);5;2;f2;0.0
(1, 2, 3, 4, 5);5;3;f2;0.0
(1, 2, 3, 4, 5);5;4;f2;0.0
(1, 2, 3, 4, 5);5;5;f2;0.0
(1, 2, 3, 4, 5);5;6;f2;0.0
(1, 2, 3, 4, 5);5;7;f2;0.0
(1, 2, 3, 4, 5);5;8;f2;0.0
(1, 2, 3, 4, 5);5;9;f2;0.0
(1, 2, 3, 4, 5);5;10;f2;0.0
(1, 2, 3, 4, 5);5;11;f2;0.0
(1, 2, 3, 4, 5);5;12;f2;0.0
(1, 2, 3, 4, 5);5;13;f2;0.0
(1, 2, 3, 4, 5);5;14;f2;0.0
(1, 2, 3, 4, 5);5;15;f2;0.0
(1, 2, 3, 4, 5);5;16;f2;0.0
(1, 2, 3, 4, 5);5;17;f2;0.0
(1, 2, 3, 4, 5);5;18;f2;0.0
(1, 2, 3, 4, 5);5;19;f2;0.0
(1, 2, 3, 4, 5);5;20;f2;0.0
(1, 2, 3, 4, 5);5;21;f2;0.0
(1, 2, 3, 4, 5);5;22;f2;0.0
(1, 2, 3, 4, 5);5;23;f2;0.0
(1, 2, 3, 4, 5);5;24;f2;0.0
(1, 2, 3, 4, 5);5;25;f2;0.0
(1, 2, 3, 4, 5);5;26;f2;0.0
(1, 2, 3, 4, 5);5;27;f2;0.0
(1, 2, 3, 4, 5);5;28;f2;0.0
(1, 2, 3, 4, 5);5;29;f2;0.0
(1, 2, 3, 4, 5);5;30;f2;0.0
(1, 2, 3, 4, 5);5;31;f2;0.0
(1, 2, 3, 4, 5);5;32;f2;0.0
(1, 2, 3, 4, 5);5;33;f2;0.0
(1, 2, 3, 4, 5);5;34;f2;0.0
(1, 2, 3, 4, 5);5;35;f2;0.0
(1, 2, 3, 4, 5);5;36;f2;0.0
(1, 2, 3, 4, 5);5;37;f2;0.0
(1, 2, 3, 4, 5);5;38;f2;0.0
(1, 2, 3, 4, 5);5;39;f2;0.0
(1, 2, 3, 4, 5);5;40;f2;0.0
(1, 2, 3, 4, 5);5;41;f2;0.0
(1, 2, 3, 4, 5);5;42;f2;0.0
(1, 2, 3, 4, 5);5;43;f2;0.0
(1, 2, 3, 4, 5);5;44;f2;0.0
(1, 2, 3, 4, 5);5;45;f2;0.0
(1, 2, 3, 4, 5);5;46;f2;0.0
(1, 2, 3, 4, 5);5;47;f2;0.0
(1, 2, 3, 4, 5);5;48;f2;0.0
(1, 2, 3, 4, 5);5;49;f2;0.0
(1, 2, 3, 4, 5);5;50;f2;0.0
(1, 2, 3, 4, 5);5;51;f2;0.0
(1, 2, 3, 4, 5);5;52;f2;0.0
(1, 2, 3, 4, 5);5;53;f2;0.0
(1, 2, 3, 4, 5);5;54;f2;0.0
(1, 2, 3, 4, 5);5;55;f2;0.0
(1, 2, 3, 4, 5);5;56;f2;0.0
(1, 2, 3, 4, 5);5;57;f2;0.0
(1, 2, 3, 4, 5);5;58;f2;0.0
(1, 2, 3, 4, 5);5;59;f2;0.0
(1, 2, 3, 4, 5);5;60;f2;0.0
(1, 2, 3, 4, 5);5;61;f2;0.0
(1, 2, 3, 4, 5);5;62;f2;0.0
(1, 2, 3, 4, 5);5;63;f2;0.0
(1, 2, 3, 4, 5);5;64;f2;0.0
(1, 2, 3, 4, 5);5;65;f2;0.0
(1, 2, 3, 4, 5);5;66;f2;0.0
(1, 2, 3, 4, 5);5;67;f2;0.0
(1, 2, 3, 4, 5);5;68;f2;0.0
(1, 2, 3, 4, 5);5;69;f2;0.0
(1, 2, 3, 4, 5);5;70;f2;0.0
(1, 2, 3, 4, 5);5;71;f2;0.0
(1, 2, 3, 4, 5);5;72;f2;0.0
(1, 2, 3, 4, 5);5;73;f2;0.0
(1, 2, 3, 4, 5);5;74;f2;0.0
(1, 2, 3, 4, 5);5;75;f2;0.0
(1, 2, 3, 4, 5);5;76;f2;0.0
(1, 2, 3, 4, 5);5;77;f2;0.0
(1, 2, 3, 4, 5);5;78;f2;0.0
(1, 2, 3, 4, 5);5;79;f2;0.0
(1, 2, 3, 4, 5);5;80;f2;0.0
(1, 2, 3, 4, 5);5;81;f2;0.0
(1, 2, 3, 4, 5);5;82;f2;0.0
(1, 2, 3, 4, 5);5;83;f2;0.0
(1, 2, 3, 4, 5);5;84;f2;0.0
(1, 2, 3, 4, 5);5;85;f2;0.0
(1, 2, 3, 4, 5);5;86;f2;0.0
(1, 2, 3, 4, 5);5;87;f2;0.0
(1, 2, 3, 4, 5);5;88;f2;0.0
(1, 2, 3, 4, 5);5;89;f2;0.0
(1, 2, 3, 4, 5);5;90;f2;0.0
(1, 2, 3, 4, 5);5;91;f2;0.0
(1, 2, 3, 4, 5);5;92;f2;0.0
(1, 2, 3, 4, 5);5;93;f2;0.0
(1, 2, 3, 4, 5);5;94;f2;0.0
(1, 2, 3, 4, 5);5;95;f2;0.0
(1, 2, 3, 4, 5);5;96;f2;0.0
(1, 2, 3, 4, 5);5;97;f2;0.0
(1, 2, 3, 4, 5);5;98;f2;0.0
(1, 2, 3, 4, 5);5;99;f2;0.0
(1, 2, 3, 4, 5);5;100;f2;0.0
(1, 2, 3, 4, 5);5;101;f2;0.0
(1, 2, 3, 4, 5);5;102;f2;0.0
(1, 2, 3, 4, 5);5;103;f2;0.0
(1, 2, 3, 4, 5);5;104;f2;0.0
(1, 2, 3, 4, 5);5;105;f2;0.0
(1, 2, 3, 4, 5);5;106;f2;0.0
(1, 2, 3, 4, 5);5;107;f2;0.0
(1, 2, 3, 4, 5);5;108;f2;0.0
(1, 2, 3, 4, 5);5;109;f2;0.0
(1, 2, 3, 4, 5);5;110;f2;0.0
(1, 2, 3, 4, 5);5;111;f2;0.0
(1, 2, 3, 4, 5);5;112;f2;0.0
(1, 2, 3, 4, 5);5;113;f2;0.0
(1, 2, 3, 4, 5);5;114;f2;0.0
(1, 2, 3, 4, 5);5;115;f2;0.0
(1, 2, 3, 4, 5);5;116;f2;0.0
(1, 2, 3, 4, 5);5;117;f2;0.0
(1, 2, 3, 4, 5);5;118;f2;0.0
(1, 2, 3, 4, 5);5;119;f2;0.0
(1, 2, 3, 4, 5);5;120;f2;0.0
(1, 2, 3, 4, 5);5;121;f2;0.0
(1, 2, 3, 4, 5);5;122;f2;0.0
(1, 2, 3, 4, 5);5;123;f2;0.0
(1, 2, 3, 4, 5);5;124;f2;0.0
(1, 2, 3, 4, 5);5;125;f2;0.0
(1, 2, 3, 4, 5);5;126;f2;0.0
(1, 2, 3, 4, 5);5;127;f2;0.0
(1, 2, 3, 4, 5);5;128;f2;0.0
(1, 2, 3, 4, 5);5;129;f2;0.0
(1, 2, 3, 4, 5);5;130;f2;0.0
(1, 2, 3, 4, 5);5;131;f2;0.0
(1, 2, 3, 4, 5);5;132;f2;0.0
(1, 2, 3, 4, 5);5;133;f2;0.0
(1, 2, 3, 4, 5);5;134;f2;0.0
(1, 2, 3, 4, 5);5;135;f2;0.0
(1, 2, 3, 4, 5);5;136;f2;0.0
(1, 2, 3, 4, 5);5;137;f2;0.0
(1, 2, 3, 4, 5);5;138;f2;0.0
(1, 2, 3, 4, 5);5;139;f2;0.0
(1, 2, 3, 4, 5);5;140;f2;0.0
(1, 2, 3, 4, 5);5;141;f2;0.0
(1, 2, 3, 4, 5);5;142;f2;0.0
(1, 2, 3, 4, 5);5;143;f2;0.0
(1, 2, 3, 4, 5);5;144;f2;0.0
(1, 2, 3, 4, 5);5;145;f2;0.0
(1, 2, 3, 4, 5);5;146;f2;0.001
(1, 2, 3, 4, 5);5;147;f2;0.001
(1, 2, 3, 4, 5);5;148;f2;0.002
(1, 2, 3, 4, 5);5;149;f2;0.003
(1, 2, 3, 4, 5);5;150;f2;0.004
(1, 2, 3, 4, 5);5;151;f2;0.008
(1, 2, 3, 4, 5);5;152;f2;0.021
(1, 2, 3, 4, 5);5;153;f2;0.04
(1, 2, 3, 4, 5);5;154;f2;0.064
(1, 2, 3, 4, 5);5;155;f2;0.098
(1, 2, 3, 4, 5);5;156;f2;0.141
(1, 2, 3, 4, 5);5;157;f2;0.249
(1, 2, 3, 4, 5);5;158;f2;0.445
(1, 2, 3, 4, 5);5;159;f2;0.667
(1, 2, 3, 4, 5);5;0;f3;0.585
(1, 2, 3, 4, 5);5;1;f3;0.585
(1, 2, 3, 4, 5);5;2;f3;0.585
(1, 2, 3, 4, 5);5;3;f3;0.585
(1, 2, 3, 4, 5);5;4;f3;0.585
(1, 2, 3, 4, 5);5;5;f3;0.585
(1, 2, 3, 4, 5);5;6;f3;0.585
(1, 2, 3, 4, 5);5;7;f3;0.585
(1, 2, 3, 4, 5);5;8;f3;0.585
(1, 2, 3, 4, 5);5;9;f3;0.585
(1, 2, 3, 4, 5);5;10;f3;0.585
(1, 2, 3, 4, 5);5;11;f3;0.585
(1, 2, 3, 4, 5);5;12;f3;0.585
(1, 2, 3, 4, 5);5;13;f3;0.585
(1, 2, 3, 4, 5);5;14;f3;0.585
(1, 2, 3, 4, 5);5;15;f3;0.585
(1, 2, 3, 4, 5);5;16;f3;0.585
(1, 2, 3, 4, 5);5;17;f3;0.585
(1, 2, 3, 4, 5);5;18;f3;0.585
(1, 2, 3, 4, 5);5;19;f3;0.585
(1, 2, 3, 4, 5);5;20;f3;0.585
(1, 2, 3, 4, 5);5;21;f3;0.585
(1, 2, 3, 4, 5);5;22;f3;0.585
(1, 2, 3, 4, 5);5;23;f3;0.585
(1, 2, 3, 4, 5);5;24;f3;0.585
(1, 2, 3, 4, 5);5;25;f3;0.585
(1, 2, 3, 4, 5);5;26;f3;0.585
(1, 2, 3, 4, 5);5;27;f3;0.585
(1, 2, 3, 4, 5);5;28;f3;0.585
(1, 2, 3, 4, 5);5;29;f3;0.585
(1, 2, 3, 4, 5);5;30;f3;0.585
(1, 2, 3, 4, 5);5;31;f3;0.585
(1, 2, 3, 4, 5);5;32;f3;0.585
(1, 2, 3, 4, 5);5;33;f3;0.585
(1, 2, 3, 4, 5);5;34;f3;0.585
(1, 2, 3, 4, 5);5;35;f3;0.585
(1, 2, 3, 4, 5);5;36;f3;0.585
(1, 2, 3, 4, 5);5;37;f3;0.585
(1, 2, 3, 4, 5);5;38;f3;0.585
(1, 2, 3, 4, 5);5;39;f3;0.585
(1, 2, 3, 4, 5);5;40;f3;0.585
(1, 2, 3, 4, 5);5;41;f3;0.585
(1, 2, 3, 4, 5);5;42;f3;0.585
(1, 2, 3, 4, 5);5;43;f3;0.585
(1, 2, 3, 4, 5);5;44;f3;0.585
(1, 2, 3, 4, 5);5;45;f3;0.585
(1, 2, 3, 4, 5);5;46;f3;0.585
(1, 2, 3, 4, 5);5;47;f3;0.585
(1, 2, 3, 4, 5);5;48;f3;0.585
(1, 2, 3, 4, 5);5;49;f3;0.585
(1, 2, 3, 4, 5);5;50;f3;0.585
(1, 2, 3, 4, 5);5;51;f3;0.585
(1, 2, 3, 4, 5);5;52;f3;0.585
(1, 2, 3, 4, 5);5;53;f3;0.585
(1, 2, 3, 4, 5);5;54;f3;0.585
(1, 2, 3, 4, 5);5;55;f3;0.585
(1, 2, 3, 4, 5);5;56;f3;0.585
(1, 2, 3, 4, 5);5;57;f3;0.585
(1, 2, 3, 4, 5);5;58;f3;0.585
(1, 2, 3, 4, 5);5;59;f3;0.585
(1, 2, 3, 4, 5);5;60;f3;0.585
(1, 2, 3, 4, 5);5;61;f3;0.585
(1, 2, 3, 4, 5);5;62;f3;0.585
(1, 2, 3, 4, 5);5;63;f3;0.585
(1, 2, 3, 4, 5);5;64;f3;0.585
(1, 2, 3, 4, 5);5;65;f3;0.585
(1, 2, 3, 4, 5);5;66;f3;0.585
(1, 2, 3, 4, 5);5;67;f3;0.585
(1, 2, 3, 4, 5);5;68;f3;0.585
(1, 2, 3, 4, 5);5;69;f3;0.585
(1, 2, 3, 4, 5);5;70;f3;0.585
(1, 2, 3, 4, 5);5;71;f3;0.585
(1, 2, 3, 4, 5);5;72;f3;0.585
(1, 2, 3, 4, 5);5;73;f3;0.585
(1, 2, 3, 4, 5);5;74;f3;0.585
(1, 2, 3, 4, 5);5;75;f3;0.585
(1, 2, 3, 4, 5);5;76;f3;0.585
(1, 2, 3, 4, 5);5;77;f3;0.585
(1, 2, 3, 4, 5);5;78;f3;0.585
(1, 2, 3, 4, 5);5;79;f3;0.585
(1, 2, 3, 4, 5);5;80;f3;0.585
(1, 2, 3, 4, 5);5;81;f3;0.585
(1, 2, 3, 4, 5);5;82;f3;0.585
(1, 2, 3, 4, 5);5;83;f3;0.585
(1, 2, 3, 4, 5);5;84;f3;0.585
(1, 2, 3, 4, 5);5;85;f3;0.585
(1, 2, 3, 4, 5);5;86;f3;0.585
(1, 2, 3, 4, 5);5;87;f3;0.585
(1, 2, 3, 4, 5);5;88;f3;0.586
(1, 2, 3, 4, 5);5;89;f3;0.586
(1, 2, 3, 4, 5);5;90;f3;0.586
(1, 2, 3, 4, 5);5;91;f3;0.586
(1, 2, 3, 4, 5);5;92;f3;0.586
(1, 2, 3, 4, 5);5;93;f3;0.586
(1, 2, 3, 4, 5);5;94;f3;0.586
(1, 2, 3, 4, 5);5;95;f3;0.586
(1, 2, 3, 4, 5);5;96;f3;0.586
(1, 2, 3, 4, 5);5;97;f3;0.588
(1, 2, 3, 4, 5);5;98;f3;0.588
(1, 2, 3, 4, 5);5;99;f3;0.589
(1, 2, 3, 4, 5);5;100;f3;0.589
(1, 2, 3, 4, 5);5;101;f3;0.589
(1, 2, 3, 4, 5);5;102;f3;0.595
(1, 2, 3, 4, 5);5;103;f3;0.595
(1, 2, 3, 4, 5);5;104;f3;0.595
(1, 2, 3, 4, 5);5;105;f3;0.595
(1, 2, 3, 4, 5);5;106;f3;0.595
(1, 2, 3, 4, 5);5;107;f3;0.595
(1, 2, 3, 4, 5);5;108;f3;0.595
(1, 2, 3, 4, 5);5;109;f3;0.595
(1, 2, 3, 4, 5);5;110;f3;0.595
(1, 2, 3, 4, 5);5;111;f3;0.595
(1, 2, 3, 4, 5);5;112;f3;0.595
(1, 2, 3, 4, 5);5;113;f3;0.595
(1, 2, 3, 4, 5);5;114;f3;0.595
(1, 2, 3, 4, 5);5;115;f3;0.595
(1, 2, 3, 4, 5);5;116;f3;0.595
(1, 2, 3, 4, 5);5;117;f3;0.595
(1, 2, 3, 4, 5);5;118;f3;0.595
(1, 2, 3, 4, 5);5;119;f3;0.595
(1, 2, 3, 4, 5);5;120;f3;0.595
(1, 2, 3, 4, 5);5;121;f3;0.595
(1, 2, 3, 4, 5);5;122;f3;0.595
(1, 2, 3, 4, 5);5;123;f3;0.595
(1, 2, 3, 4, 5);5;124;f3;0.595
(1, 2, 3, 4, 5);5;125;f3;0.595
(1, 2, 3, 4, 5);5;126;f3;0.595
(1, 2, 3, 4, 5);5;127;f3;0.595
(1, 2, 3, 4, 5);5;128;f3;0.595
(1, 2, 3, 4, 5);5;129;f3;0.595
(1, 2, 3, 4, 5);5;130;f3;0.595
(1, 2, 3, 4, 5);5;131;f3;0.595
(1, 2, 3, 4, 5);5;132;f3;0.595
(1, 2, 3, 4, 5);5;133;f3;0.595
(1, 2, 3, 4, 5);5;134;f3;0.595
(1, 2, 3, 4, 5);5;135;f3;0.595
(1, 2, 3, 4, 5);5;136;f3;0.595
(1, 2, 3, 4, 5);5;137;f3;0.595
(1, 2, 3, 4, 5);5;138;f3;0.595
(1, 2, 3, 4, 5);5;139;f3;0.595
(1, 2, 3, 4, 5);5;140;f3;0.595
(1, 2, 3, 4, 5);5;141;f3;0.63
(1, 2, 3, 4, 5);5;142;f3;0.658
(1, 2, 3, 4, 5);5;143;f3;0.658
(1, 2, 3, 4, 5);5;144;f3;0.679
(1, 2, 3, 4, 5);5;145;f3;0.679
(1, 2, 3, 4, 5);5;146;f3;0.679
(1, 2, 3, 4, 5);5;147;f3;0.679
(1, 2, 3, 4, 5);5;148;f3;0.679
(1, 2, 3, 4, 5);5;149;f3;0.679
(1, 2, 3, 4, 5);5;150;f3;0.679
(1, 2, 3, 4, 5);5;151;f3;0.679
(1, 2, 3, 4, 5);5;152;f3;0.679
(1, 2, 3, 4, 5);5;153;f3;0.679
(1, 2, 3, 4, 5);5;154;f3;0.695
(1, 2, 3, 4, 5);5;155;f3;0.739
(1, 2, 3, 4, 5);5;156;f3;0.744
(1, 2, 3, 4, 5);5;157;f3;0.767
(1, 2, 3, 4, 5);5;158;f3;0.801
(1, 2, 3, 4, 5);5;159;f3;0.813
(1, 2, 3, 4, 5);5;0;f4;0.0
(1, 2, 3, 4, 5);5;1;f4;0.0
(1, 2, 3, 4, 5);5;2;f4;0.0
(1, 2, 3, 4, 5);5;3;f4;0.0
(1, 2, 3, 4, 5);5;4;f4;0.0
(1, 2, 3, 4, 5);5;5;f4;0.0
(1, 2, 3, 4, 5);5;6;f4;0.0
(1, 2, 3, 4, 5);5;7;f4;0.0
(1, 2, 3, 4, 5);5;8;f4;0.0
(1, 2, 3, 4, 5);5;9;f4;0.0
(1, 2, 3, 4, 5);5;10;f4;0.0
(1, 2, 3, 4, 5);5;11;f4;0.0
(1, 2, 3, 4, 5);5;12;f4;0.0
(1, 2, 3, 4, 5);5;13;f4;0.0
(1, 2, 3, 4, 5);5;14;f4;0.0
(1, 2, 3, 4, 5);5;15;f4;0.0
(1, 2, 3, 4, 5);5;16;f4;0.0
(1, 2, 3, 4, 5);5;17;f4;0.0
(1, 2, 3, 4, 5);5;18;f4;0.0
(1, 2, 3, 4, 5);5;19;f4;0.0
(1, 2, 3, 4, 5);5;20;f4;0.0
(1, 2, 3, 4, 5);5;21;f4;0.0
(1, 2, 3, 4, 5);5;22;f4;0.0
(1, 2, 3, 4, 5);5;23;f4;0.0
(1, 2, 3, 4, 5);5;24;f4;0.0
(1, 2, 3, 4, 5);5;25;f4;0.0
(1, 2, 3, 4, 5);5;26;f4;0.0
(1, 2, 3, 4, 5);5;27;f4;0.0
(1, 2, 3, 4, 5);5;28;f4;0.0
(1, 2, 3, 4, 5);5;29;f4;0.0
(1, 2, 3, 4, 5);5;30;f4;0.0
(1, 2, 3, 4, 5);5;31;f4;0.0
(1, 2, 3, 4, 5);5;32;f4;0.0
(1, 2, 3, 4, 5);5;33;f4;0.0
(1, 2, 3, 4, 5);5;34;f4;0.0
(1, 2, 3, 4, 5);5;35;f4;0.0
(1, 2, 3, 4, 5);5;36;f4;0.0
(1, 2, 3, 4, 5);5;37;f4;0.0
(1, 2, 3, 4, 5);5;38;f4;0.004
(1, 2, 3, 4, 5);5;39;f4;0.004
(1, 2, 3, 4, 5);5;40;f4;0.004
(1, 2, 3, 4, 5);5;41;f4;0.004
(1, 2, 3, 4, 5);5;42;f4;0.004
(1, 2, 3, 4, 5);5;43;f4;0.0
(1, 2, 3, 4, 5);5;44;f4;0.0
(1, 2, 3, 4, 5);5;45;f4;0.0
(1, 2, 3, 4, 5);5;46;f4;0.004
(1, 2, 3, 4, 5);5;47;f4;0.0
(1, 2, 3, 4, 5);5;48;f4;0.004
(1, 2, 3, 4, 5);5;49;f4;0.001
(1, 2, 3, 4, 5);5;50;f4;0.004
(1, 2, 3, 4, 5);5;51;f4;0.004
(1, 2, 3, 4, 5);5;52;f4;0.004
(1, 2, 3, 4, 5);5;53;f4;0.0
(1, 2, 3, 4, 5);5;54;f4;0.0
(1, 2, 3, 4, 5);5;55;f4;0.004
(1, 2, 3, 4, 5);5;56;f4;0.004
